"DHIScode","MFL Code","name","is_surge","WardDHISCode","wardname","SubCountyDHISCode","subcounty","CountyDHISCode","County","Partner"
"D1cq0qClmvS","10046","Baragwi Medical Centre","","zY1T5H8vk9z","Baragwi Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"JOLHc3v1z2J","16493","Baragwi Medical Clinic","","zY1T5H8vk9z","Baragwi Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"UqHes42TZwh","10048","Baricho Catholic Health Centre","","fCiM1MhUvOj","Mukure Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"yQujnfNnzQJ","10049","Baricho Health Centre","1","fCiM1MhUvOj","Mukure Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","Afya Kamilisha"
"hxoLlwC6JrN","10054","BCJ Medical Centre","","qrCcjRw4mdw","Tebere Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","No Partner"
"NqXwJgJCN2H","10057","Bens Labs","","pToDCseGSVa","Kerugoya Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"Qo8o4EwSYUi","10059","Bethany Clinic","","pToDCseGSVa","Kerugoya Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"WzhVQdqCqA7","10064","Bethsaida Clinic (Kirinyaga-Gathiga)","","Gsl9Z7f1kbX","Nyangati Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"CR67nbxcUNq","10065","Bethsaida Clinic (Kirinyaga-Thiba)","","qrCcjRw4mdw","Tebere Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","No Partner"
"whf6L6Xzk8e","10070","Bigem Clinic","","Gsl9Z7f1kbX","Nyangati Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","No Partner"
"0","10071","Binadamu Clinic","","","","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"toePWucCjPL","10073","Blue Line Clinic","","pToDCseGSVa","Kerugoya Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"TRbkSJjP2mp","10077","By Faith Clinic (Kirinyaga)","","qrCcjRw4mdw","Tebere Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","No Partner"
"cF36B2txWGk","10079","By Grace Services Clinic","","fghL5DnydV2","Kangai Ward","f6EOn3xI9YH","Kirinyaga North/Mwea West","Ulj33KBau7V","Kirinyaga","No Partner"
"EmV0mzh1iVT","10084","CFWS Shops","","fCiM1MhUvOj","Mukure Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"GBDCOwblzBL","10091","Chemat For Health Solutions Kamweti","","E8dTFNJYgtl","Kabare Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"FAWBdzlc7d0","10092","Christian Community Services Clinic Base Kerugoya","","pToDCseGSVa","Kerugoya Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"r9Nw0PyLOZD","10093","Christian Community Services Wanguru Dispensary","","qrCcjRw4mdw","Tebere Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","Afya Kamilisha"
"CeKdzM5EMcQ","10094","Christian Mercy Clinic","","zY1T5H8vk9z","Baragwi Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"jKtNJ4fwzW0","10096","Ciagini Dispensary","","zMPe9KHPLp0","Wamumu Ward","f6EOn3xI9YH","Kirinyaga North/Mwea West","Ulj33KBau7V","Kirinyaga","Afya Kamilisha"
"e1H4bEQ7vIj","10098","Complex Medical Centre","","zMPe9KHPLp0","Wamumu Ward","f6EOn3xI9YH","Kirinyaga North/Mwea West","Ulj33KBau7V","Kirinyaga","No Partner"
"CTRWbVmy5Zl","10099","Comrade Medical Clinic","","qrCcjRw4mdw","Tebere Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","No Partner"
"YivIbIfq93J","16494","Cry For The World Clinic","","zY1T5H8vk9z","Baragwi Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"x7YNiQMxrj2","16495","Cry For The World Clinic (Nyangeni)","","jlthZ0Rz41H","Karumandi Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"ht1zGY7BxrV","16496","Cry For The World Clinic (Raimu)","","fCiM1MhUvOj","Mukure Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"o3iH420wxm5","16497","Cry For The World Clinic (Thirikwa)","","ClOFuXgqcFJ","Ngariama Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"Onx0qj2Zk2L","16498","Dave Laboratory","","zY1T5H8vk9z","Baragwi Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"YiSkowPZHJb","10109","Difathas Catholic Dispensary","","yXzhbb6Zwi8","Murinduko Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","No Partner"
"WP7J5im3gDh","10110","Difathas Health Centre","1","yXzhbb6Zwi8","Murinduko Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","Afya Kamilisha"
"KV7mb5snkiS","10143","Dr Muraya Clinic","","pToDCseGSVa","Kerugoya Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"AKI0HPmF5c2","10146","Dr Ndambuki Clinic","","pToDCseGSVa","Kerugoya Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"zQMJos25WM2","11140","Dr. B.K. Njuguna","","","","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"P9S75nXQSEZ","16499","Ecclesiates Gathuthuma Bamako","","xFI9cbIii9H","Mutira Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"beI9bv9Zkn8","10163","Edward Nyaga Clinic","","yXzhbb6Zwi8","Murinduko Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"T34CqOPE46U","10175","Faith Clinic","","pToDCseGSVa","Kerugoya Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"HPHbHQLK8z6","10179","Family Dental Clinic","","pToDCseGSVa","Kerugoya Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"WWINWVmQ8t8","10188","Frayjoy Clinic (Dr Tumbo)","","Gsl9Z7f1kbX","Nyangati Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","No Partner"
"Z49VsZxF3Pd","10197","Gaciongo Dispensary (Kirinyaga)","","hnLq51q52zo","Njukiine Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","Afya Kamilisha"
"ZcNH8iNquIL","10213","Gathambi Dispensary","","fCiM1MhUvOj","Mukure Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","UON CRISSP+"
"ehpr8xAbdML","10217","Gathigiriri Dispensary","","tWc3XLOEMO1","Gathigiriri Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","UON CRISSP+"
"IXiFtNKHo5f","10221","Gatithi Dispensary","","BSHD4ORT4xu","Kiine Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","CHAK-CDC HIV-AIDS Program"
"HV9owPu2Mtl","10229","Gatugura Dispensary","","E8dTFNJYgtl","Kabare Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","Afya Kamilisha"
"PsRWALykkzZ","10230","Gatugura Medical Clinic","","E8dTFNJYgtl","Kabare Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"YF2UQdQScMR","10232","Gatumbi (SDA) Dispensary","","ClOFuXgqcFJ","Ngariama Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"SuMdcd5YAWi","16386","Gatuto Dispensary","1","WtvrxP6Ra8K","Kanyekini Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","Afya Kamilisha"
"P5ch5Q3EGnj","10238","Gatwe Clinic Dispensary","","xFI9cbIii9H","Mutira Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"hgw0Ex2Rcme","10239","Gatwe Dispensary","","xFI9cbIii9H","Mutira Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","UON CRISSP+"
"RWNG7PKXIpd","10242","Genesis Clinic (Kirinyaga)","","LAhI3yCEdB1","Kariti Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"AcnGBFq9vxQ","16500","Genesis Community Bamako initiative","","LAhI3yCEdB1","Kariti Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"frB1uZ5eBZV","10266","Githuani (ACK) Dispensary","","LAhI3yCEdB1","Kariti Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"SuZUyFSAgXG","10274","Githure (ACK) Dispensary","","ClOFuXgqcFJ","Ngariama Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"LkfOK4vuGtY","10285","GK Prison Dispensary (Gathigiriri )","","tWc3XLOEMO1","Gathigiriri Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","No Partner"
"0","10292","God Sent Clinic","","","","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"BMmEDy0w1Ot","10297","Good Samaritan Health Services (Kirinyaga)","","K3uHCihezz7","Mutithi Ward","f6EOn3xI9YH","Kirinyaga North/Mwea West","Ulj33KBau7V","Kirinyaga","No Partner"
"kTsnlxz83Gt","10300","Goodwill Clinic","","fCiM1MhUvOj","Mukure Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"ersrg3O280u","10309","Health Scope Clinic (Kirinyaga)","","BSHD4ORT4xu","Kiine Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"bFYnsxSJOVG","10313","Heshima Clinic","","ClOFuXgqcFJ","Ngariama Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"VpVtvztLlMF","10315","Heshma  Clinic","","ClOFuXgqcFJ","Ngariama Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"GEVt9YswllM","10316","Hezeman Afya Bora","","fCiM1MhUvOj","Mukure Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"e6xu5to2ZxO","10318","Highway Medical Clinic (Kirinyaga)","","pToDCseGSVa","Kerugoya Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"HDlhyAbz9JU","10319","Highway Medical Enterprises","","pToDCseGSVa","Kerugoya Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"ouge282ot1b","10325","Hope Medical Clinic (Kirinyaga)","","BSHD4ORT4xu","Kiine Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"P2e8newOG1I","10346","Imani Clinic (Kirinyaga)","","qrCcjRw4mdw","Tebere Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","No Partner"
"ItgFwC1lQBh","10358","Ithare Medical Clinic","","E8dTFNJYgtl","Kabare Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"TnSyl07fazM","10364","Jaima Clinic","","tWc3XLOEMO1","Gathigiriri Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","No Partner"
"0","10365","Jairus Kariuki Medical Clinic","","","","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"je2FDdivdUT","10373","Jehova Jireh Clinic","","xFI9cbIii9H","Mutira Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"anhlbWFPk8F","10375","Jesmond (ACK) Dispensary (Mbiri)","","hnLq51q52zo","Njukiine Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"0","10376","Jesmond Laboratory","","","","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"ucwNnIOkK0Y","10379","Joshua Memorial Mbai Dispensary","","ClOFuXgqcFJ","Ngariama Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"JpTZBatrxcg","10380","Joskae Clinic Kibingoti","","BSHD4ORT4xu","Kiine Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"dla1WFT8f3a","10388","Kabare Health Centre","1","E8dTFNJYgtl","Kabare Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","Afya Kamilisha"
"pBapEdj1poB","10393","Kabuti Clinic","","jlthZ0Rz41H","Karumandi Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"UUbhK0ZeTTz","10398","Kagio Catholic Dispensary (Mary Immucate Catholic ","","BSHD4ORT4xu","Kiine Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","CHAK-CDC HIV-AIDS Program"
"Sb3Ui4btUGc","10399","Kagio Medical Centre and Nursing Home","","BSHD4ORT4xu","Kiine Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","Afya Kamilisha"
"L3Cj0eucYCp","10402","Kagumo Health Centre","","xFI9cbIii9H","Mutira Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","UON CRISSP+"
"Ct1Yt31j0ed","10403","Kagumo Live Giving Dispensary/Laboratory","","xFI9cbIii9H","Mutira Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"L9AkLkvBV95","10404","Kagumo Maternity","","xFI9cbIii9H","Mutira Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"MlQpn4QFZso","10431","Kairini Dispensary","","BSHD4ORT4xu","Kiine Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"uvk8NC3BNRl","10449","Kamfas Clinic","","LAhI3yCEdB1","Kariti Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"yMqefnOYWV7","10451","Kamugunda Clinic","","jlthZ0Rz41H","Karumandi Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"lwfqoqe26Sl","16501","Kamugunda Laboratory","","jlthZ0Rz41H","Karumandi Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"G6urRLKPzXf","10453","Kamumo Medical Clinic","","zY1T5H8vk9z","Baragwi Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"Z1Pr8ggZtbA","10457","Kamweti Clinic","","E8dTFNJYgtl","Kabare Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"HJyrCQiw1lb","10458","Kamweti Dispensary","","E8dTFNJYgtl","Kabare Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"M58mibZQHdh","10461","Kandongu Dispensary","","K3uHCihezz7","Mutithi Ward","f6EOn3xI9YH","Kirinyaga North/Mwea West","Ulj33KBau7V","Kirinyaga","UON CRISSP+"
"hxBXSpghyOY","10462","Kangaita Health Centre","","upv9qERTCCI","Inoi Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","UON CRISSP+"
"pxqmEwVwgn8","10463","Kangaita Medical Clinic (Kirinyaga Central)","","upv9qERTCCI","Inoi Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"v3wxgh8Do9U","10468","Kangaru Dispensary (Kirinyaga)","","BSHD4ORT4xu","Kiine Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","UON CRISSP+"
"HOt2sRVZXbG","10471","Kangu Dispensary","1","Gsl9Z7f1kbX","Nyangati Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","Afya Kamilisha"
"bPZ69knb5B8","10436","Kanjinji Dispensary","","yXzhbb6Zwi8","Murinduko Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","No Partner"
"EnlvyzCk9e2","10478","Karaini (ACK) Dispensary","","upv9qERTCCI","Inoi Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"okPW35CUSNy","16445","Kariko Dispensary","","upv9qERTCCI","Inoi Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","CHS - Tegemeza Plus"
"K6rt9hy4OEV","10502","Karumandi Afya Bora Medical Clinic","","jlthZ0Rz41H","Karumandi Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"Przc1Jb1ua5","10503","Karumandi Clinic","","jlthZ0Rz41H","Karumandi Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"g653XuQUVyj","10504","Karumandi Dispensary","","jlthZ0Rz41H","Karumandi Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","UON CRISSP+"
"Rh5R5wnKs8n","10510","Kavote Clinic","","jlthZ0Rz41H","Karumandi Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"aZUlxxTSP2m","10519","Kerugoya Catholic Dispensary.","","pToDCseGSVa","Kerugoya Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"GqJwyzb70oA","10520","Kerugoya District Hospital","","pToDCseGSVa","Kerugoya Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","UON CRISSP+"
"0","10521","Kerugoya Family Clinic","","","","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"z5LZkAQe38L","10522","Kerugoya Medical Centre","","pToDCseGSVa","Kerugoya Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"Br12YhrsVUz","16502","Kerugoya Medical Services and Advisory Centre","","pToDCseGSVa","Kerugoya Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"xY83NIbTZe0","10525","Kiabirikiri Clinic","","xFI9cbIii9H","Mutira Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"mVtojGpCXoF","10531","Kiamagunyi (ACK) Clinic","","fCiM1MhUvOj","Mukure Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"CNb7oftbPSQ","10532","Kiamanyeiki Dispensary","","qrCcjRw4mdw","Tebere Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","Afya Kamilisha"
"n87SXfocwkJ","10543","Kiamuthambi Medical Clinic","","LAhI3yCEdB1","Kariti Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"DwKrrhK5Inu","10544","Kiamutugu Clinic","","ClOFuXgqcFJ","Ngariama Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"gUMUKtsdh8z","10545","Kiamutugu Health Centre","1","ClOFuXgqcFJ","Ngariama Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","Afya Kamilisha"
"0","10548","Kiandai (ACK) Dispensary","","","","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"lg1ufxGhv4h","10549","Kiandai Clinic","","E8dTFNJYgtl","Kabare Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"l5C6eipODMr","10551","Kiandegwa (Methodist Church Of Kenya) Dispensary","","zMPe9KHPLp0","Wamumu Ward","f6EOn3xI9YH","Kirinyaga North/Mwea West","Ulj33KBau7V","Kirinyaga","No Partner"
"bKxYPaUCLWz","10555","Kiangombe Dispensary","","E8dTFNJYgtl","Kabare Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"BtwDZaEdUuW","10556","Kiangai Dispensary","","BSHD4ORT4xu","Kiine Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","UON CRISSP+"
"tjhmSWvcmOm","16503","Kiangai Laboratory","","BSHD4ORT4xu","Kiine Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"wBoBWBNP5VS","10557","Kiangai Medical Clinic","","BSHD4ORT4xu","Kiine Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"ixRBQWTcJN6","10560","Kiangwachi Medical Clinic","","BSHD4ORT4xu","Kiine Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"fy6eAHwHJ9A","10561","Kiangwenyi Clinic","","E8dTFNJYgtl","Kabare Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"qexgkSYU60Z","10562","Kianjege Dispensary","","LAhI3yCEdB1","Kariti Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"cdW1ZLgEiGL","10564","Kianyaga Catholic Health Centre","","zY1T5H8vk9z","Baragwi Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","CHAK-CDC HIV-AIDS Program"
"fi4t3iRQ5Ng","10565","Kianyaga Sub-District Hospital","","zY1T5H8vk9z","Baragwi Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","UON CRISSP+"
"pmQ2ac5Xxe9","10566","Kiaragana Dispensary","","fCiM1MhUvOj","Mukure Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","UON CRISSP+"
"kteiU1qGnKE","10571","Kibirigwi Dispensary","","BSHD4ORT4xu","Kiine Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","UON CRISSP+"
"q4ezLmJVucs","16504","Kibirigwi Laboratory","","BSHD4ORT4xu","Kiine Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"0","10572","Kibirigwi Medical Clinic","","","","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"BRibncQKTlq","10574","Kiburu Dispensary","","fCiM1MhUvOj","Mukure Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"jjyRI18bv8T","10575","Kiburu Laboratory","","fCiM1MhUvOj","Mukure Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"YY8Ky3tfAnT","10576","Kiburu Medical Clinic","","fCiM1MhUvOj","Mukure Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"Q9mxH0lX2Ne","10607","Kimbimbi Medical Clinic","","Gsl9Z7f1kbX","Nyangati Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","No Partner"
"wc83OBtEd2B","10608","Kimbimbi Medical Laboratory","","Gsl9Z7f1kbX","Nyangati Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","No Partner"
"ZAp1tGmL6oO","10609","Kimbimbi Sub-District Hospital","","Gsl9Z7f1kbX","Nyangati Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","UON CRISSP+"
"c9QXM1sz3Ob","10620","Kiranja Clinic","","LAhI3yCEdB1","Kariti Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"0","10621","Kiranjim Clinic","","","","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"j5LNmxsrK8Z","10631","Kirimara Clinic","","Gsl9Z7f1kbX","Nyangati Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","No Partner"
"tLKccc0AAmL","10633","Kirinyaga Laboratory Supplies","","pToDCseGSVa","Kerugoya Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"bO7n5q7IGmd","10635","Kirogo Dispensary","","tWc3XLOEMO1","Gathigiriri Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","Afya Kamilisha"
"w0QBLXNdhK1","10641","Kiumbu Health Centre","","qrCcjRw4mdw","Tebere Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","UON CRISSP+"
"EIWNbsTAjJC","10645","Kugeria CBO Project","","yXzhbb6Zwi8","Murinduko Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"RoFR7KRVrgC","10646","Kutus Catholic Dispensary","","Gsl9Z7f1kbX","Nyangati Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","No Partner"
"wWCwq9j5JFU","10647","Kutus Dispensary","","Gsl9Z7f1kbX","Nyangati Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","UON CRISSP+"
"jxHXdHA4qIV","10648","Kutus Mjini Clinic","","Gsl9Z7f1kbX","Nyangati Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"rjYlSOZQ5aV","10649","Kutus South Clinic (Kirinyaga)","","Gsl9Z7f1kbX","Nyangati Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"qi6IctBLTo2","10650","Kutus Town Medical Laboratory","","Gsl9Z7f1kbX","Nyangati Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
"TJGfV5eIek2","16505","M.K.M Clinic","","zY1T5H8vk9z","Baragwi Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"a1gbVK7DfBr","10668","Maendeleo Ya Wanawake","","pToDCseGSVa","Kerugoya Ward","JKNaaTjVapG","Kirinyaga Central","Ulj33KBau7V","Kirinyaga","No Partner"
